7.245331555507560495e+01,7.240992028969564842e+01,7.236219088978855041e+01,7.231149678078891441e+01,7.225711636349321054e+01,7.220099011234323427e+01,7.214302868951861569e+01,7.208506163068375372e+01,7.202694361165755765e+01,7.197094896834197186e+01,7.191782025295539427e+01,7.186881467987288374e+01,7.182441219663790832e+01,7.178589193022210679e+01,7.175545197384414564e+01,7.173286377969887440e+01,7.171853871665069846e+01,7.171364746194412021e+01,7.171873708101597344e+01,7.173274331363788292e+01,7.175585007989509734e+01,7.178800671528269106e+01,7.182821727026798442e+01,7.187559419326071009e+01,7.192881417610503547e+01,7.198719342963437384e+01,7.205014696296545651e+01,7.211524336437140903e+01,7.218256260237255617e+01,7.225043603377137913e+01,7.231782652613418350e+01,7.238425545611049472e+01,7.244795369429178322e+01,7.250808594760094650e+01,7.256302283066469272e+01,7.261119875640022769e+01
7.246683850812615901e+01,7.241182057224943946e+01,7.235090674691717538e+01,7.228462774562848381e+01,7.221370305128949951e+01,7.213872809317707890e+01,7.206118322653779273e+01,7.198191051080083014e+01,7.190296933942751423e+01,7.182464656335123721e+01,7.174931836594250001e+01,7.167918061204937885e+01,7.161529571616661372e+01,7.155993753351549458e+01,7.151466137529601497e+01,7.148057869664897623e+01,7.145932748877372376e+01,7.145103847676361397e+01,7.145623043386498807e+01,7.147534255853403806e+01,7.150772648464511860e+01,7.155218326095960890e+01,7.160776662641541179e+01,7.167328035412721476e+01,7.174661423418676520e+01,7.182649421291463909e+01,7.191109666336733142e+01,7.199847214935378759e+01,7.208748074262307171e+01,7.217624034754386741e+01,7.226392991479966099e+01,7.234768478542639514e+01,7.242776837224602104e+01,7.250240094141413749e+01,7.256989260316446178e+01,7.262842544279106960e+01
7.247751339196325659e+01,7.240891318111818009e+01,7.233290446537530727e+01,7.224921505721788151e+01,7.215835588766283593e+01,7.206153204254664502e+01,7.196011867994405975e+01,7.185487793427959957e+01,7.174803502610679118e+01,7.164190082585932373e+01,7.153886529356692847e+01,7.144090077502205816e+01,7.135108196150908100e+01,7.127218980062188791e+01,7.120648851775268895e+01,7.115694407412507871e+01,7.112457609664124902e+01,7.111157693326325102e+01,7.111796042260384354e+01,7.114381363329572139e+01,7.118819680663348493e+01,7.125003747296260315e+01,7.132706969823368581e+01,7.141726938559571636e+01,7.151717137305271876e+01,7.162524904632591927e+01,7.173802955613099641e+01,7.185348888645837917e+01,7.196953211198746203e+01,7.208386602369743912e+01,7.219436203363716231e+01,7.229978641967842634e+01,7.239900923406241873e+01,7.249039497782963792e+01,7.257163197286470790e+01,7.264222676537073653e+01
7.248297133128275505e+01,7.240046991392048881e+01,7.230728607845232148e+01,7.220359477967834039e+01,7.208957167334111205e+01,7.196615797508967205e+01,7.183519205221465143e+01,7.169799686488912016e+01,7.155670111738309913e+01,7.141405346249896979e+01,7.127355287026716724e+01,7.113805928929356526e+01,7.101269511427751979e+01,7.090052335839311581e+01,7.080656696312021836e+01,7.073408519944861439e+01,7.068686185352184737e+01,7.066619619947077524e+01,7.067387550755843506e+01,7.070993956909313738e+01,7.077190334997879972e+01,7.085838566377336178e+01,7.096553522970111771e+01,7.108958789251946087e+01,7.122632156563579997e+01,7.137163971724461931e+01,7.152197258194182439e+01,7.167348144201589832e+01,7.182328761011247309e+01,7.196895971877290776e+01,7.210837603669324380e+01,7.223906177928797945e+01,7.236054258435547126e+01,7.247067663603328924e+01,7.256820712224325121e+01,7.265225431200832418e+01
7.248509646665105777e+01,7.238593812371743752e+01,7.227325171508368840e+01,7.214642842296071024e+01,7.200479232898196358e+01,7.184976421803628455e+01,7.168235509206650136e+01,7.150431770788051722e+01,7.131831778234715102e+01,7.112742499789379735e+01,7.093626073848379576e+01,7.074888582085038990e+01,7.057238887203526190e+01,7.041290138907957896e+01,7.027689765094470431e+01,7.017063306449676929e+01,7.010068128550300059e+01,7.006882255465163212e+01,7.007888313259671520e+01,7.012874716321464064e+01,7.021796115777591751e+01,7.034082315202432767e+01,7.049178267210700710e+01,7.066467759874615240e+01,7.085293282401541148e+01,7.105023141704891998e+01,7.125091469702540792e+01,7.144955760088402030e+01,7.164290069308505338e+01,7.182813924380673143e+01,7.200214722316776772e+01,7.216343995300827885e+01,7.231100906537226081e+01,7.244315112721565697e+01,7.255998021998614433e+01,7.265828495270073972e+01
7.248157550522472548e+01,7.236443223802255886e+01,7.222900055839480160e+01,7.207461928192027756e+01,7.190057576058394773e+01,7.170677451474080044e+01,7.149416155746591528e+01,7.126417326325642421e+01,7.101923936160385153e+01,7.076272168438879362e+01,7.050075704419229794e+01,7.023941745590289543e+01,6.998797746557423238e+01,6.975622054716485820e+01,6.955587976237477221e+01,6.939660456457322368e+01,6.928923849285168046e+01,6.923974991124265443e+01,6.925325306847078366e+01,6.932661829456405655e+01,6.945751819016557249e+01,6.963782962547385580e+01,6.985629523178710087e+01,7.010275271910502681e+01,7.036584993795628407e+01,7.063702729742887243e+01,7.090644938722847712e+01,7.116905909300359667e+01,7.141947155977038619e+01,7.165470771424223528e+01,7.187199800192820476e+01,7.207015373192126617e+01,7.224872032046214088e+01,7.240701157231758600e+01,7.254389166197448446e+01,7.265944428147028589e+01
7.247259532241767488e+01,7.233515023264450861e+01,7.217349942454961820e+01,7.198737603434511811e+01,7.177378715163622758e+01,7.153202390587799187e+01,7.126199116524082910e+01,7.096414037411682330e+01,7.063926365159989018e+01,7.029190614888470634e+01,6.992734948274006967e+01,6.955499754355453490e+01,6.918921719966287753e+01,6.884183444062482238e+01,6.853451125167572400e+01,6.828790010834254076e+01,6.811401869272617660e+01,6.803415547864406676e+01,6.805397486888131198e+01,6.816972202048854967e+01,6.837178632875328788e+01,6.864500364175462721e+01,6.897439254695267152e+01,6.933760777871677305e+01,6.971601168574655105e+01,7.009545215152094499e+01,7.046446660385343819e+01,7.081457029948660420e+01,7.114126466496354340e+01,7.144130655103599281e+01,7.171321677598957933e+01,7.195629072990227826e+01,7.217207801493793795e+01,7.235986852760896682e+01,7.252077776413692334e+01,7.265581567150836406e+01
7.245720765817694087e+01,7.229633535005426381e+01,7.210511387229286129e+01,7.188063073758260657e+01,7.161905450763400438e+01,7.131768928835568033e+01,7.097354789143338394e+01,7.058427180129575618e+01,7.014919362347143306e+01,6.966990490580175788e+01,6.915116300968273322e+01,6.860452378933743489e+01,6.804373924582449717e+01,6.749976957719543691e+01,6.699946204990216359e+01,6.658770809171186045e+01,6.629310740790333512e+01,6.615556461391575738e+01,6.618256890215234023e+01,6.637642200582088492e+01,6.671510230522204665e+01,6.716568831783357041e+01,6.769035685802495550e+01,6.824980880077137613e+01,6.881596350696156605e+01,6.936667793223836043e+01,6.988276785577279782e+01,7.035892466464234474e+01,7.079061492857121607e+01,7.117628415667446973e+01,7.151797715395268540e+01,7.181762259567227602e+01,7.207753393474121140e+01,7.230094958947107386e+01,7.248987345770900959e+01,7.264653220801325517e+01
7.243556792857593507e+01,7.224711326314638882e+01,7.202098017727554691e+01,7.175090138795658845e+01,7.143031432997253205e+01,7.105285387903370520e+01,7.061115079519137794e+01,7.009596064829347029e+01,6.950177349762957135e+01,6.882147994743655772e+01,6.805648011584632684e+01,6.720972298362229935e+01,6.630325097439414606e+01,6.537446650020579852e+01,6.448364061093302269e+01,6.373201918829035861e+01,6.316439604996511292e+01,6.288400615896345869e+01,6.295670254767554752e+01,6.331880754113813481e+01,6.393706255733093258e+01,6.476219551157127796e+01,6.567758952564891217e+01,6.661424410683204655e+01,6.751499309047557063e+01,6.834877812651495788e+01,6.909793609608757947e+01,6.976300992203861995e+01,7.034275119728502546e+01,7.084563407282308845e+01,7.127797008190269423e+01,7.164827553482034261e+01,7.196318548822718242e+01,7.222836136404383467e+01,7.244961413667644479e+01,7.263187172101756062e+01
7.240526919450212517e+01,7.218616594997052971e+01,7.191844062938396576e+01,7.159300423077816333e+01,7.119895181261465211e+01,7.072319362985628288e+01,7.014811134949776772e+01,6.945475221881838479e+01,6.862127974509388650e+01,6.761625847647147225e+01,6.641893825673683693e+01,6.500712240493869842e+01,6.338033706387839317e+01,6.160666268206563956e+01,5.979516411042646240e+01,5.793979226298561969e+01,5.663590859097337926e+01,5.584386053418730000e+01,5.601917922348868473e+01,5.688520608996441297e+01,5.857083136278289714e+01,6.029351594947645765e+01,6.218426896273113158e+01,6.391431274875267832e+01,6.550289845363168695e+01,6.685259809696474065e+01,6.799839672340310415e+01,6.895872496964959453e+01,6.975944133988619456e+01,7.042611955985907457e+01,7.098045077730516539e+01,7.144132651345532281e+01,7.182350938321853562e+01,7.213948637112783047e+01,7.239883336491291743e+01,7.260840308882221450e+01
